question,answer
 1714(1716)-1720 жылдары Ертістің бойына салынған бекіністер: ," Жәміш, Өскемен "
 1714(1716)-1720 жылдары Ертістің жағалауына салынған бекіністер –," Омбы, Семей "
1714-1720 жылдары Ертіс өзенінің жоғарғы жағына тұрғызылған бекіністер – ,"Жәміш, Омбы, Колбасинск, Железинск"
 1714-1720 жылдары патша өкіметінің Ертіс бойына әскери бекіністер салудағы басты мақсаты:, Қазақ өлкесін біртіндеп жаулап алу 
 1715 жылы Тәуке өлгеннен кейін оның мирасқоры:, Қайып
"жоңғар шапқыншылығы кеулей бастағанда Тәуке Хан Сібір Губернаторы князь М П Гагаринге елшісін жіберіп, қалмақтарға қарсы күресте қолдауын өтінген",1716 ж 
Қайып ханның 1 Петрге жіберген елшілігі,1716 ж 
"Омбы, Ямышевск бекіністері салынды",1716 ж 
1716 ж қыркүйектегі Қайып ханның Тобольскіге елшілігін кім басқарды? ,Бекболат Екешов және Байдаулет Бориев 
1716 ж І Петрге елшілік жіберген хан –,Тәуке хан 
1716-1720 жылдары Ертіс өзенінің бойына салынған бекіністер:,"Железинск, Коряков"
1716-1720 жылдары Ертістің бойына салынған бекіністер: ,"Жәміш, Өскемен"
1716-1720 жылдары Ертістің жағалауында салынған бекіністер: ,"Омбы, Семей"
Железинск қамалы салынды,1717 ж 
3 жүзді билеген Тәуке қазасынан кейін жоңғар шапқыншылығы күшейді,1718 ж 
Аягөз шайқасы,1718 ж 
1718 ж - жоңғар казақ шайқасы болған жер? ,Аягөз маңы
Семипалатинск қамалы салынды,1718 ж 
1718 ж Аягөз бойындағы қазақ-жоңғар ұрысында қазақтардың жеңілу себебі неде: ,"Әбілқайыр, Қайып сұлтандар соғыс қимылын келісіп жүргізбеді"
1718 ж Қазақ-жоңғар шайқасы болған жер:,Аягөз өзені жағасында
"1718 жылы ""Аягөз"" түбінде қазақтардың жоңғарлармен шайқаста жеңіліп қалуының себебі:",Әбілқайыр мен Қайыптың өзара келіспеушілігі
"1718 жылы Аягөз бойындағы қазақ-жоңғар ұрысында , қазақтардың жеңілу себебі неде? ","Әбілқайыр, Қайып сұлтандар соғыс қимылын келісіп жүргізбеді "
1718 жылы Аягөз маңында қазақ жасақтарының сәтсіздікке ұшырау себебі: ,Әбілқайыр мен Қайып сұлтанның соғыс қимылдарын келісіп жүргізбеуі 
1718 жылы жоғары Ёртіс бойына салынған әскери бекініс: ,Семей 
1718 жылы жоңғарлармен шайқас болған жер— ,Аякөз өзені
"1718 жылы Қабанбай, Жауғашар батырлардың басшылығымен жоңғарларды жеңген жер – ",Аягөз өзені бойы
1718 жылы қазақ жерінде салынған бекініс: ,Семей
1718 жылы Қазақ-жоңғар шайқасы болған жер:,Аягөз өзені жағасында
1718 жылы салынған бекініс – ,Семей
 Батырдың (Болат-Тәуке ханның бел баласы) билігі, 1718-1726 жж 
Кіші жүзді Күшік биледі ,1718-1750 жж 
Өскемен бекінісі салынды,1720 ж 
Ұлы жүзді Жолбарыс хан басқарды,1720-1740 жж 
 Цинь императоры Канси қайтыс болғаннан кейін Жоңғария барлық әскерін Қазақ еліне қарсы жіберуге мүмкіндік алды , 1722 ж 
 1722 жылдан кейін Цеван Рабтанның қазақтарға қарсы барлық күшін жұмсауына ықпал етті – , Цинь ханы Кансидің өлуі 
1722 жылдан кейін Цеван Рабтанның қазақтарға қарсы барлық күшін жұмсауына не ықпал етті? ,Ресейдің қазақтарды қолдаудан бас тартуы 
1722 жылы жоңғарлардың бар күшін қазақ жеріне жұмсауға мүмкіндік алуы – ,Канси өлген соң Цин империясымен қарым-қатынасын ретке келтіруі
1723 ж - жоңғарлардың ығысқан Орта жүз рулары ойысқан өңір – ,Самарқан
Цеван-Рабдан бастаған 70 мың жоңғар әскері 7 шепке бөлініп Қазақ өлкесін ойрандады,1723 ж 
