question,answer
Исатай көтерілісінен кейін Ішкі Ордадағы 1842 ж шаруалар көтерілісін басқарған?,"Аббас Қошайұлы, Лаубай Мантайұлы "
Исатай қаза тапқан шайқас:,Ақбұлақ
Исатай мен Махамбет бастаған ішкі Бөкей ордасындағы ұлт азаттық көтеріліс созылды: ,2 жылға 
Исатай мен Махамбет көтерілісін басуға жетекшілік еткен генерал-губернатор: ,В А Перовский
Исатай мен Махамбет старшын болған ру:,Беріш
Исатай Тайманұлы басқарған көтеріске түрткі болған жағдай?,1833ж Қ Бабажанұлының Каспий өңіріне билеуші болып тағайындалуы
Исатай Тайманұлы бастаған көтерілісшілер Жаманқала бекінісіне жақын жерде Жайықтан шығысқа өтіп үлгерді: ,1837 жылы 13 желтоқсанда
Исатай Тайманұлы және Махамбет Өтемісұлы бастаған көтерілістің басты қозғаушы күші: ,Шаруалар 
Исатай Тайманұлы көтерілісі бойынша сотта жазалау ісін баскарған: ,Полковник Геке
Исатай Тайманұлы қаза тапқан шайқас:,Ақбұлақ шайқасы
Исатай Тайманұлы қазаға ұшыраған соңғы шайқас мерзімі: ,1838 жылы шілде
"Исатай Тайманұлы, Махамбет Өтемісұлы бастаған көтерілісшілердің саны екі мыңға жетті: ",1837 жылы қазан айында
Исатай Тайманұлының Кіші жүз жеріне өте тұтас келді: ,Кенесары Қасымұлы көтерілісімен 
Исатай Тайманұлының серіктері:,"Сарт Еділұлы,Тінәлі Тайсойғанұлы,Ұса Төлегенұлы, Иманбай Қандыбайұлы"
Исатайды ұстап берген адамға тігілді?,1000 сом
Исатайды ұстап берушіге қандай сый белгіленді? ,1000 сом 
