question,answer
дон еділ казак жайық бойын шапқы жасау салдары сарай қаласы біржола қирады ,1580 ж 
доспамбет жырау өмір сүрді ,1490 1523 жж 
доссордағы орал каспи мұнай коғам және ембі өндір жұмыс ереуіл нәтиже ,жалақы 26 ға көбейді 
дөңгелек бар қозға үй ,күйме 
дротиктер қолда ,кейінгі палеолитте 
дулат бабатайұлы не өсер етті ,жыраулар поэзиясыэпикалық дастандар 
дулат тайпа феодалд ақсүйе қауым басшы әмір болат жаңа мемлек моңғол ханы етіп сайла ,тоғылық темірді 
дулат тайпа феодалд ақсүйе қауым басшы моғол мемлек негіз салушы ,әмір болатшы
дулат үйсін тілін тараға ,талас ескерткіштері 
дулулар мен нушеби арасы ,640 657 жж соғыс болды 
дутов қарсы барлы әскер қимылда жетек еткен төтенше комисс ,п кобозев 
дұрыс мәлім табыңыз ,баба сұлтан хақназар ханға түркістансауран қалаларын сыйға тартты
дұшпанға қатал досқа адал болған деп гректер қай тайпа айтады ,сақтар 
дүнген мен ұйғыр қазақ аумағ қоныс аудар баста ,1881 жылы
дүние жүзі қазақ алғаш құрыл сез сөйле түркиядан келген ғалым ,халифа алтай
